Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-23 00:00:00+08:00,4.284178558291836,4.387751778248121,4.274762566125327,4.359504699707031,103661441,0.0,0.0
2024-12-24 00:00:00+08:00,4.406583309173584,4.406583309173584,4.406583309173584,4.406583309173584,0,0.0,0.0
2024-12-27 00:00:00+08:00,4.493925822352464,4.493925822352464,4.328206145447196,4.376946926116943,83318511,0.159598,0.0
2024-12-30 00:00:00+08:00,4.415939882018845,4.454932689666748,4.3574502057160585,4.454932689666748,84746822,0.0,0.0
2024-12-31 00:00:00+08:00,4.4646806716918945,4.4646806716918945,4.4646806716918945,4.4646806716918945,0,0.0,0.0
2025-01-02 00:00:00+08:00,4.445184625039674,4.484177435930559,4.3671990032579036,4.396443843841553,85278293,0.0,0.0
2025-01-03 00:00:00+08:00,4.396443843841553,4.435436654732438,4.357450568119696,4.396443843841553,64098211,0.0,0.0
2025-01-06 00:00:00+08:00,4.406191349029541,4.445184155804331,4.376946511532988,4.406191349029541,40473097,0.0,0.0
2025-01-07 00:00:00+08:00,4.4256878145333145,4.4646806218553845,4.396443441457227,4.435436248779297,89951877,0.0,0.0
2025-01-08 00:00:00+08:00,4.435436248779297,4.493925459762402,4.415939845118261,4.435436248779297,71417110,0.0,0.0
2025-01-09 00:00:00+08:00,4.474429405004477,4.474429405004477,4.35745050908566,4.367198944091797,63496347,0.0,0.0
2025-01-10 00:00:00+08:00,4.38669527689579,4.425688086615054,4.308709657457262,4.3282060623168945,65021324,0.0,0.0
2025-01-13 00:00:00+08:00,4.328206038245669,4.328206038245669,4.230724014489654,4.31845760345459,44625565,0.0,0.0
2025-01-14 00:00:00+08:00,4.308709669387101,4.357450449255654,4.298961234514815,4.337954044342041,43788198,0.0,0.0
2025-01-15 00:00:00+08:00,4.337954115648759,4.396443796182003,4.318457710414666,4.376946926116943,61374323,0.0,0.0
2025-01-16 00:00:00+08:00,4.396443478194894,4.454932689666748,4.37694660954001,4.454932689666748,57323540,0.0,0.0
2025-01-17 00:00:00+08:00,4.4549326276613455,4.474429031213939,4.406191386364399,4.425687789916992,50148000,0.0,0.0
2025-01-20 00:00:00+08:00,4.464680559191726,4.474428993300885,4.396443379751305,4.406191349029541,53955400,0.0,0.0
2025-01-21 00:00:00+08:00,4.435436371185475,4.513421987981809,4.406191532471379,4.503673553466797,76015023,0.0,0.0
2025-01-22 00:00:00+08:00,4.5036734041273645,4.5036734041273645,4.406191386364399,4.425687789916992,49133827,0.0,0.0
2025-01-23 00:00:00+08:00,4.425688031674118,4.5816592686149304,4.425688031674118,4.552414894104004,96274015,0.0,0.0
2025-01-24 00:00:00+08:00,4.562162863997329,4.591407703339207,4.523170054762126,4.552414894104004,48399327,0.0,0.0
2025-01-27 00:00:00+08:00,4.552415036739962,4.64989706288227,4.542666601710248,4.630400657653809,81292812,0.0,0.0
2025-01-28 00:00:00+08:00,4.513422012329102,4.513422012329102,4.513422012329102,4.513422012329102,0,0.0,0.0
2025-02-03 00:00:00+08:00,4.464680634520786,4.484177038237128,4.347702212222731,4.445184230804443,36412472,0.0,0.0
2025-02-04 00:00:00+08:00,4.484177100131454,4.532918342510543,4.3964435146124075,4.474429130554199,42648721,0.0,0.0
2025-02-05 00:00:00+08:00,4.503673516618915,4.523169920658484,4.425687900460638,4.484177112579346,77296326,0.0,0.0
2025-02-06 00:00:00+08:00,4.484177149267713,4.5329183921808935,4.445184340869546,4.503673553466797,76387872,0.0,0.0
2025-02-07 00:00:00+08:00,4.523169870635111,4.523169870635111,4.425687851515354,4.454932689666748,100535537,0.0,0.0
2025-02-10 00:00:00+08:00,4.474429239831745,4.532918453216553,4.445184400723868,4.532918453216553,76637817,0.0,0.0
2025-02-11 00:00:00+08:00,4.542666423031879,4.562162827493482,4.503673614108675,4.532918453216553,54462422,0.0,0.0
2025-02-12 00:00:00+08:00,4.552414628998583,4.669393049892068,4.532918225516335,4.659645080566406,127659178,0.0,0.0
2025-02-13 00:00:00+08:00,4.659645473878273,4.698638284134077,4.601155793663602,4.620652198791504,98126290,0.0,0.0
2025-02-14 00:00:00+08:00,4.640149116516113,4.688889897422125,4.571911465450534,4.640149116516113,79896897,0.0,0.0
2025-02-17 00:00:00+08:00,4.620652037691461,4.796120142555812,4.610904067882857,4.78637170791626,72265490,0.0,0.0
2025-02-18 00:00:00+08:00,4.766875375463319,4.844860994433777,4.747378970720704,4.825364589691162,43962224,0.0,0.0
2025-02-19 00:00:00+08:00,4.825364553399693,4.825364553399693,4.747378935015763,4.805868148803711,41345028,0.0,0.0
2025-02-20 00:00:00+08:00,4.805868100073079,4.854609343484283,4.757127321492821,4.776623725891113,39668365,0.0,0.0
2025-02-21 00:00:00+08:00,4.815616643713773,4.835113048553467,4.7473789943593685,4.835113048553467,51508289,0.0,0.0
2025-02-24 00:00:00+08:00,4.77662384588586,4.922847114961837,4.7571274409977935,4.844861030578613,60258545,0.0,0.0
2025-02-25 00:00:00+08:00,4.854609355900279,4.874105760348435,4.766875303468104,4.78637170791626,57947172,0.0,0.0
2025-02-26 00:00:00+08:00,4.854609548940068,4.922847199637505,4.835113143716653,4.883854389190674,57222139,0.0,0.0
2025-02-27 00:00:00+08:00,4.854609525200294,4.942343580692113,4.854609525200294,4.874105930328369,122268474,0.0,0.0
2025-02-28 00:00:00+08:00,4.874105797305125,4.922847041210557,4.805868148803711,4.805868148803711,178326650,0.0,0.0
2025-03-03 00:00:00+08:00,4.80586824456428,4.883854329333093,4.766875434595354,4.854609489440918,70780752,0.0,0.0
2025-03-04 00:00:00+08:00,4.844861113912877,4.922847199637505,4.786371898242631,4.883854389190674,57702191,0.0,0.0
2025-03-05 00:00:00+08:00,4.893602042091304,5.020328900242161,4.893602042091304,4.971587657928467,84467015,0.0,0.0
2025-03-06 00:00:00+08:00,5.020328887634305,5.039825291544632,4.932594837622361,4.96183967590332,53342031,0.0,0.0
2025-03-07 00:00:00+08:00,4.971587682347776,5.030076894512933,4.952091278292723,4.9813361167907715,76889115,0.0,0.0
2025-03-10 00:00:00+08:00,4.991084024668824,5.030076832296633,4.903350439921721,4.952091217041016,67322667,0.0,0.0
2025-03-11 00:00:00+08:00,4.932594813227111,5.020328862805147,4.883854036107817,4.952091217041016,53879043,0.0,0.0
2025-03-12 00:00:00+08:00,4.952091167139114,5.0105803779914355,4.874105552669353,4.922846794128418,90094584,0.0,0.0
2025-03-13 00:00:00+08:00,4.922846880445708,4.991084061887757,4.893602042091304,4.971587657928467,72194360,0.0,0.0
2025-03-14 00:00:00+08:00,4.971587803359834,5.117811069747378,4.942343428980895,5.0495734214782715,87848600,0.0,0.0
2025-03-17 00:00:00+08:00,5.069069957994326,5.156804013077427,5.059321987891183,5.11781120300293,61134000,0.0,0.0
2025-03-18 00:00:00+08:00,5.137307241535444,5.1860484830667595,5.098314434242763,5.176300048828125,40285378,0.0,0.0
2025-03-19 00:00:00+08:00,5.11781087457125,5.225041327810165,5.108062440262742,5.195796489715576,66194397,0.0,0.0
2025-03-20 00:00:00+08:00,5.156804084777832,5.234789706011142,5.1470561145391525,5.156804084777832,48027457,0.0,0.0
2025-03-21 00:00:00+08:00,5.127559661865234,5.195796847398559,5.098314821757406,5.127559661865234,69088709,0.0,0.0
2025-03-24 00:00:00+08:00,5.098314857177997,5.1568040729690425,5.059322046650633,5.1470561027526855,52190847,0.0,0.0
2025-03-25 00:00:00+08:00,5.108062732150076,5.166552411681499,5.0885663272499215,5.0983147621154785,36183787,0.0,0.0
2025-03-26 00:00:00+08:00,5.088566267035169,5.127559541205017,5.000832678438135,5.069069862365723,62119278,0.0,0.0
2025-03-27 00:00:00+08:00,5.069069664994657,5.088566068904985,4.952091241532688,4.96183967590332,47683089,0.0,0.0
2025-03-28 00:00:00+08:00,4.942343519849904,4.942343519849904,4.708386196362148,4.844861030578613,138042501,0.0,0.0
